Syllable/Combination,汉字
fen1A|55,㖧㛰𤦈𡓽𨧼𤑛𤉙𤏩𠊠𡝱𣶼餴饙阍雰閽酚醺鈖躮訜衯葷蔒薫薰蘍臐芬荤纷翂紛纁窨睧睯矄砏熏燻爋獯玢焄㞣㡪㤋㬟㯣㱪䌲䎜䗼䙧䭻䵫兺分勋勛勲勳吩哛嚑埙塤壎婚帉惛惽昏昐昬曛朆棔棻棼殙氛涽
fen2B|13,𡘊𡚒魵鱝鲼賁贲膹偾僨喷噴坋奋奮弅忿愤憤歕
fen1B|21,𡌂黂鼖鼢魵馚馩隫鐼轒豮豶賁贲蚠蚡蒶蕡羒羵焚燌燓濆炃㷊㸮䩿䫶䴅坟墳妢岎幩朌枌梤棼橨汾
fen2A|35,黺粉㥹份
fen3A|33,鑂訓训粪糞瞓焝瀵㱵
fen3B|22,秎犯㿎份分坋忿
ngen1B|21,㙬齗齦龂龈银闦鄞銀訔訚訢誾珢犾狋狺㸧㹜㹞䇵䓄䖐䜣䴦嚚圁圻垠峾斦檭沂泿
ngen3B|22,靭靱韌韧猌㴈䅱䬶䭓垽
ngen1A|55,韌韧奀
ngen2A|35,银銀䅰
ngen3A|33,贋贗赝䟴䭡印
pen3A|33,㖹濆呠喯喷噴歕汖
pen1B|21,𧅵𡣑𤅖顰频颦頻貧贫蠙薲蘋矉琕玭濒瀕㰋嚬娦嫔嬪
pen1A|55,馪驞穦礗㡦䎙喷噴歕
pen2B|13,牝
wen1B|21,㑮㛣㜏𦶮𡢅鼲𤆥𣶽魂餛餫馄雲郧鄖鋆轋郇蒷蕓芸耘耺紜縜繉繧纭秐筠筼篔眃珲琿畇瘒溳澐㮯㽦䉙䊐䡣䢵䮝䰟䴷云勻匀员員囩妘忶愪昀晕暈枟楎橒沄浑涢混渾
wen1A|55,㚃𨋍𩥈鰛鰮鳁饂馧頵鎾輼轀辒豱贇赟蝹蒀蒕蕰蕴薀藴蘊缊緼縕瑥瘟煴熅湾溫灣㬈㼔塭奫昷榅榲殟氲氳温
wen3B|22,㛡𩐳𩐝𢥫𦹲餫韗韵韻顐郓鄆运運诨貟贠觨諢腪緷煇熨溷潉㟦㥵䚋䚠䛰䧰䩵䫟䲰䵴俒倱傊员員圂均尉恽惲慁掍晕暈浑混渾
wen2B|13,𧂯齫齳𥝲馻阭陨隕霣韵韻酝醖醞鈗輑菀蕴藴蘊荺磒狁㩈䆬䇖䞫䤞䨶䪳允喗均夽尹抎殒殞
wen3A|33,𧄧鞰韞韫酝醖醞菀蕴藴蘊缊緼縕愠慍揾搵
wen2A|35,𡓨雲韻賱褞蕴藴蘊稳穏穩㝧云揾搵桽
ben3B|22,𦯀輽笨獖㤓㨧㮥㺆䬱体倴坋坌夯撪桳渀
ben3A|33,鬢髌髕髩鬂鬓逩賓膑臏倴傧儐奔嫔嬪宾捹摈擯殡殯
ben1A|55,顮频餴霦頻鑌锛镔錛逩邠豩豳賁賓賔贲蠙虨缤繽瑸璸犇獱玢滨濒濱濵瀕㟗㯽㺍㻞䚔䧬䨈份傧儐奔宾彬攽斌栟梹椕槟檳汃泍浜
ben2A|35,禀稟䐔品榀
gwen3A|33,㙥𧥺謴睔睴㨰㫻㴫䎾䝍䵪呁棍
gwen1A|55,㚬𪊽𥳾𣇉𨧡𠣕麇麏麕龜龟鮶鲪頵钧鈞銁銞鍕軍覠蚐蜫袀裈裩褌莙筠皲皸皹琨㡓㱎䐊军君均姰婫抣昆桾汮
gwen2A|35,𥕦𨎊𨍽𠃌𦶧鮌鯀鲧輥辊衮袞裷蓘蔉绲緄磙滚滾㯻䃂䙛䜇丨惃掍
gwen3B|22,𨛦鵘郡珺棞
jung1B|21,㐯𩲭𦞳𥡲𪃾鰅鰫鱅鳙鷛颙駥髶顒鎔鏞镕镛鄘融螎褣蓉茙茸绒羢肜絨縙穁穃瑢熔牅狨溶滽瀜烿㝐㝘㟾㣑㭜㯴㲨㺎㼸䇀䇯䈶䗤䘬䠜䡆䡥䤊䧡䩸佣傛傭喁墉媶嫆容嵱庸慵戎搈搑曧榕榵槦毧
jung1A|55,㙲㜉𧷜鹟鶲饔雍雝鎓郺邕螉翁痈癕癰滃澭灉㢕㮬㴩㺋㻾㽫㿈䈵䗸䩺䱵嗈嗡噰壅廱
jung2B|13,𠋀𨺳勇軵茸硧㦷㲝䞻䢇傇傛勇勈塎彮悀愑愹氄
jung3B|22,𤰉苚砽用㞲㶲傛
jung2A|35,𤆤𤤌鯒鲬踊踴蛹蓊臃茸绒羢聬絨瞈用甬湧滃㨣㷁㷏䢆佣俑冗勜埇塕壅宂嵡嵱恿惥慂拥擁暡毧氄涌
dung1A|55,㐑㑈㚵𥮴𩂓鸫鼕鮗鯟鶇蝀菄笗㫡㲇䍶䰤䳉东倲冬咚埬娻岽崬昸東柊氡氭涷
dung3B|22,㓊駧霘迵衕胴絧硐湩㢥㷲䞒侗働动動垌姛峒峝恫恸慟憅戙挏栋棟洞
dung2A|35,㖦𢤦𣿅踵諌董蕫苳箽㤏㨂㯵䂢䵔冻凍墥嬞懂戙歱洞
dung3A|33,蝀腖胨湩㼯冻凍崠栋棟涷
cung1A|55,㓍㜡𤧚𠁨𦿞𡟟騘驄骢鏓鏦鍯蟌衝衷葱蓯蔥艟苁茐茺罿翀聡聦聪聰繱篵瞛珫瑽璁焧熜漗㤝㥖㧿㳘㳞㴢㻜䂌䆔䆹䈡䐋䐫䓗䗓䘪䝑䟲䡯䡴䢨充冲匆匇嘃囪囱埇徸忡忩怱悤憃憧摐暰枞樅沖浺涌
cung1B|21,㗰𦦵𢹸𡨭𩃭隀重賨賩誴蝩蟲褈藂虫种琮瑽爜爞漎潀灇烔㞞㮤㼻䌬䕺䖝䳯䳷丛从叢婃孮庺従徖從悰慒松枀枩柗梥樷欉淙
cung2B|13,𤭮重緟
cung2A|35,𠖥蟲虫冢埫塚宠寵松
cung3A|33,铳銃謥衝㧤㮔冲揰
zung3B|22,㑖颂頌重诵訟誦讼蚛衶茽祌筗㣡䛦䱰仲媑昮
zung1A|55,㕬㙡㚇𥟡𩅞𦬕𣽁鼨𠊞𨨩鬷鯮鯼鴤鶎騌騣骔鬃鬉鐘鑁钟锺鈡銿鍐鍾蹖蹤蹱迚豵踨踪蝬螤螽衳衷葼蔠腙舂舯纵终综翪籦終綜緃緵縱繌稯盅磫熧狆猣潈潨炂㣭㥙㨑㫪㯶㹣䁓䇗䈦䈺䍟䎫䑸䗥䘴䙂䝋䝦䡮䦿中从伀倧刣堫夂妐宗嵏嵕嵸幒彸從忠忪惾憃摏朡枞棕椶樅汷泈淙
zung2A|35,㘒𧄉踵蓗腫肿粽糉総緫縂總种種穜瘇煄熜燪㢔㣫㷓㹅䙕䰌偬傯喠尰总惣愡憁捴揔搃摠歱
zung3A|33,錝諥衆纵综粽糉糭綜縦縱种種穜眾碂疭瘲猔㲴䝋中从众倊偅堹妕從
gung1A|55,㒶㓚㓛龏龔龚𢣁魟髸躬躳蚣芎糼紅红篢碽玒玜㣉㫒䂵䢼䣏䰸䲲䳍供公共功匑塨宫宮工巭幊弓弖恭愩慐攻杛
gung3B|22,㓋䳍共
gung3A|33,㔶𨫋貢贛贡赣熕㯯䇨䔈供唝嗊槓
gung2A|35,鞏輁蛬珙㤨㧬㭟㺬㼦䂬䡗䱋共巩廾拱拲栱
gung1B|21,公
sung1B|21,㓽𩻃鰫鱅鳙㞞㹐嫞崇崈
sung1A|55,㕠𥯆鬆雙蜙菘硹濍㞱㟣㣝䉥䯳䯷从倯凇双娀崧嵩從忪憽松枀檧淞
sung3A|33,餸鎹送㮸䢠宋
sung2A|35,駷耸聳竦漎㧐㨦㩳傱嵷怂悚愯慫棇楤樬
tung1B|21,㖯㖰𦨴𦒍𥖹鮦鲖餇铜酮鉖鉵銅赨詷衕膧艟茼罿粡秱穜童筒筩眮瞳砼燑爞犝狪獞潼烔㠉㠽㤻㸗㼧㼿䂈䆚䮵䳋䴀䶱仝佟侗僮勭同哃垌峂峒峝庝彤挏晍曈朣桐橦氃洞浵
tung2A|35,㛚𧚔统統綂童筒筩㣚㪌侗捅桶
tung1A|55,通蓪筒痌熥炵嗵囲恫樋
tung3A|33,疼痛
mung3B|22,㙹雺霥霿甮㝱䠢䥂夢夣梦
mung1B|21,𣋡𡣘鸏鹲饛雺霿靀鄸蒙艨罞瞢矇矒礞獴溕濛㝱㠓㩚䀄䑃䙦䙩䝉䟥䤓䰒䴌䴿䵆儚冡夢尨幪懜懞懵曚朦梦檬氋
mung2B|13,蠓䏵䲛懜懵
mung1A|55,蒙瞢矇曚檬
mung2A|35,蒙幪懜懵
nung1B|21,𡢿𧁓𤂑醲農辳襛譨蕽膿脓禯秾穠濃㺜䙶䢉侬儂农哝噥憹檂欁浓
nung3B|22,齈衖癑弄
nung2B|13,繷䵜
nung1A|55,燶㶶
lung3B|22,㑝㛞齈鞐贚衖裃癑㟖㢅㳥㺯哢垰弄徿挊挵桛梇
lung1B|21,㔫㚅𤜆𢅛𡢿𧁓𠾐鸗龍龒龙𤂑驡隆霳靇鏧鑨醲躘農辳豅襛襱譨蠪蠬蕽蘢膿茏聋聾胧脓籠礱礲禯秾穠窿竜笼篭眬矓砻瓏癃爖珑湰滝漋濃瀧㝫㡣㦕㰍㺜䃧䆍䏊䙶䢉䥢䪊侬儂农咙哝噥嚨屸嶐巃巄憹昽曨朧栊槞檂櫳欁泷浓
lung2B|13,㙙龓陇隴襱籠繷笼篢㴳䡁䵜儱垄垅壟壠拢攏槓
lung2A|35,龍龙聋聾籠笼拢攏
lung1A|55,窿竉燶㶶
hung1A|55,㐫㓙㕳㕼𩐠鵼躻谾訩詾讻芎胷胸空竃箜硿焢烘㲁䅝䆪倥兇凶匂匈叿吽哄哅埪崆忷恟悾汹洶涳
hung3A|33,㑋𦁈齅鬨鞚閧闀闂銾訌讧空焪熍澒烘㸜䛪䠻哄嗅控汞
hung1B|21,㖓㗢𪃡𤄏𨩅鸿黉黌魟鴻雄霟鉷谼葒葓蕻虹荭羾粠紅红篊硔熊潂灴烘㳟㷱䃔䉺䞑䧆䧺䪦䫹䲨仜垬妅娂洚洪渱
hung2A|35,𣏺紅红㤟㬴䀧倥唝嗊孔恐晎
hung3B|22,鬨閧訌讧蕻澒㶹䜤哄
kung1B|21,銎邛跫蛩蛬藭舼芎穷穹窮竆笻筇㧭㮪䅃䊄䓖匔卭宆桏
fung1A|55,㐽㒥㕫㛔㜂𩆨𧧽𩥪𠘰𣺿𣗏𢞁麷風飌风霻靊鎽鏠锋闏鄷酆鋒豐蜂蠭葑蘴篈盽砜碸琒疯瘋犎猦灃烽㠦㶻㷨㷭㸼䀱䒠䗦䗬䧏䵄丰仹偑僼凨凬凮夆妦寷封峯峰崶枫桻楓檒沣沨渢
fung3B|22,𤪧𠏵𢔓鳯鳳鴌賵赗葑缝縫甮湗㡝䆇俸凤奉
fung1B|21,𩅛馮逢蓬艂缝綘縫溄漨㦀㵯㻱䏎䙜䩼冯堸捀摓沨浲渢
fung2A|35,鳳覂缝縫䟪俸凤唝唪嗊奉淎
fung3A|33,風飌风賵赗諷讽焨煈
ngung2A|35,𡃵𢫨㧬
ngung1A|55,𡃵壅
ngung3A|33,齆蕹罋瓮甕䐥䔨
pung1B|21,鬔髼韸韼鑝逢蓬蘕芃莑纄竼篷熢䡫䮾䴶樥
pung3A|33,踫碰掽椪
pung1A|55,㠮埲塳
pung2A|35,捧
bung3B|22,𩗴㷯䭰埄埲塜塳槰
bung2A|35,鞛菶琣琫甭玤䋽䩬䳞唪捧
bung3A|33,甭
jiu2B|13,㑱鷕騕隢遶蓔舀绕繞溔㟱㵿㹓䁘䯚偠崾扰抭擾榚
jiu1B|21,㑸㑾𦾾𤩊𥪯𧥧鹞鰩鱙鳐鷂顤颻飖餆饒饶陶鎐铫銚軺轺遙遥谣襓謠謡蛲蟯蕘蘨荛繇窑窕窯窰磘珧瑤瑶猺烑㨱㹛䆙䔄䖴䚺䚻䠛䢣䬙侥傜僥嗂垚堯姚娆媱嬈尧尭峣嶢嶤徭愮揺搖摇摿暚桡榣橈洮
jiu1A|55,㕭㙘𨘋吆鴁邀要訞葽腰祅䌁䙅䳩么吆喓嚰夭妖幺徼枖楆
jiu3A|33,㛉𨪁要穾窔熎㝔宎幼
jiu3B|22,鹞鼼鷂鷕覞讑艞耀筄矅燿㞁㿢曜
jiu2A|35,鹞鴢鷂闄遶舀苭绕繞祅穾窅窈窔眑瑤㝔㫏㫐㴭䁏䆗䆞䴠仸偠夭妖娆婹嬈宎岆扰搖擾杳柼殀
diu1A|55,㓮㚋𠲍鼦鮉鯛鲷鵈鵰雕铥銩錭貂蛁虭簓瞗碉琱㹦䂏䘟䳂丟丢凋刁刟叼奝弴彫殦汈
diu2A|35,𨳒鸟鳥调調吊屌
diu3B|22,𦱿雿鑃铫銚调踔調蓧藋莜竨㪕䂽掉
diu3A|33,𢬢𣑐魡钓铞釣鈟銱訋誂藋窎窵盄瘹䔙伄吊弔
diu1B|21,吊
ciu1A|55,𣸬𢁾鐰钊锹釗鍫鍬超缲繰炤㡑㯧䫿䵲巶幧弨怊昭欩
ciu2A|35,麨釥眧偢巐悄愀
ciu1B|21,鼂鼌顦谯譙菬蕉藮睄瞧癄燋牊潮䩌劁嫶嶕嶣憔晁朝樵櫵
ciu3A|33,陗鞘鞩韒诮谯誚譙肖琑㴥䇌俏僺削峭帩悄
ciu2B|13,悄
ziu3B|22,㐒𧵓𡁻诏赵趙詔肁皭狣㡽㬭召噍嚼垗摷
ziu2A|35,𧂈𤂋璅煍湫漅㩰䈃䜈剿劋勦樔沼
ziu1A|55,鷦鹪鼂鼌駋鐎鉊鍣蟭蕉膲茮礁焦燋炤㲬㸈䌭䶰僬噍妱嫶招昭朝椒
ziu3A|33,醮釂诏趭詔皭瞾照燞燳爝潐灂炤㬭㷖䂃䧂僬嘦噍嚼曌
giu1A|55,鷮鴵驕骄蟂簥穚澆㤭䮦儌娇嬌徼憍憿浇
giu2A|35,鱎蹻轎轿譑蟜臫缴糺糾繳纠皦矫矯璬皎䘨䚩䥞儌孂徼挢撟敫敽敿暞曒
giu3B|22,轎轿㠐峤嶠撬
giu3A|33,訆譥獥㟕㰾叫呌嘂噭嬓徼敫
siu3A|33,㔅㗛笑熽䊥咲啸嘨嘯少歗
siu2A|35,㕾謏笑筱筿篠䒕䒚小少毟
siu3B|22,𦹄𦘦鮡邵袑绍罀肇肈紹綤筱筿篠䍮䙼䬰佋兆劭卲召旐
siu1A|55,𤑳𤄙魈霄销銷逍踃蛸蟏蟰蠨萧萷蕭绡翛肖簘簫綃箫箾硝痟焼燒潇瀟烧焇㩋㲖㲵㴅㶮䌃䔥䨭䴛宵彇揱撨橚櫹消
siu1B|21,韶迢芀苕玿㲈㸛柖
tiu2B|13,㒛誂窕窱㸠嬥挑朓条條
tiu1B|21,齠龆鯈鰷鲦髫鞗鎥铫銚鋚迢调趒跳調蜩螩萔蓚蓨芀苕祒笤㟘䒒䖺䩦䱔佻嬥岧岹怊条條樤
tiu3A|33,頫鋽跳覜粜糶絩眺䟭佻朓
tiu2A|35,跳脁䄪宨扚晀条條
tiu1A|55,誂蓨聎祧㬸䠷佻庣恌挑旫朓
miu3B|22,𦯷缪繆竗玅妙庙庿廟
miu2A|35,𠴕藐秒庙庿廟
miu2B|13,𥥆邈訬藐缈緲秒窈篎眇杪杳淼渺
miu1B|21,𣈴鹋鶓苖苗緢瞄䁧䖢描
miu1A|55,喵
niu2B|13,㒟㜵𡡅鸟鳥袅裊褭蔦茑穒㠡㭤䃵䉆䙚䦊䮍䲷嫋嬝嬲樢
niu3B|22,脲溺㞙㳮尿
niu1A|55,㭂嫋
niu2A|35,尿
liu2B|13,㒟㜵𡡅鸟鳥钌镽鄝釕袅裊褭蓼蔦茑穒瞭爒潦㠡㭤㶫䃵䄦䉆䑠䙚䦊䩍䮍䲷了嫋嬝嬲憭樢
liu1B|21,㙩鷯鹩𠐟飂飉髎鐐镣蹽轑辽遛遼豂蟟藔膋膫缭翏聊簝繚竂瞭璙疗療燎爎獠漻潦㝋㞠㵳㺐䒿䜍䜮䨅䭜僚嘹嫽寥寮尞屪嵺嶚嶛廫憀憭撩敹暸曢橑
liu3B|22,𦆲钌釕脲翏窷燎溺炓㞙㡻㳮䉼䎆䢧尥尦尿廖料
liu1A|55,𠮩鷯鹩蹽缭繚熘溜㭂六嫋撂撩
liu2A|35,潦了寮尿料
hiu1A|55,㕺㚠𡏭𢿣鸮鴞鷍驍骁郻鄡鄥蹺蹻趬跷譊藃虈膮繑穘獟獢澆㪣㺧㿁䎄䖀䢪䫞侥僥儌呺哓嘄嘵嚣嚻囂墽嵪徺徼憢枭枵梟橇歊毊浇
hiu2A|35,𣇈髜皢䥵晓暁曉
hiu3A|33,髚窍竅㢗撬
hiu1B|21,燆
kiu3A|33,㚁躈翘翹窍竅䆻噭撽
kiu1B|21,𧄍𤩝𣾷鞒鞽鐈趫蕎荍荞翘翹硚礄犞㝯㳢䀉䎗䱁乔侨僑喬嘺峤嶠桥槗橋
kiu2B|13,蹺蹻跷藠繑皛勪
kiu1A|55,蹺蹻跷
kiu2A|35,蹺蹻轎轿跷藠窍竅矫矯巧桥橋
fiu3A|33,覅
piu1A|55,𤅜魒飃飄飘螵薸缥翲縹票犥漂䕯䬌僄嘌嫖彯摽旚
piu3A|33,𤨧驃骠票篻漂㬓䏇僄剽勡嘌嫖徱慓
piu2B|13,鰾鳔顠莩缥縹皫瞟㹾剽慓摽殍
piu1B|21,闝薸瓢㼼䴩剽嫖慓朴淲
piu2A|35,醥薸票皫㵱
biu1A|55,麃颩颮颷飆飇飈飊飑飙飚驃驫骉骠髟鏢鑣镖镳錶贆謤表蔈藨膘臕票穮磦瘭熛爂猋滮瀌灬䁃䁭䅺䙳䮶䮽儦墂幖彪摽杓标標
biu2A|35,諘表裱褾脿㟽㠒㧼㯹䔸䱪俵婊檦
biu3B|22,㶾
biu3A|33,䞄嫑
jo1A|55,育哟唷喲
do2A|35,㙐鬌躱躲軃趓跢跥跺缍綞㥩㻔䑮䒳䙤䠤䤪䫂䯬亸凩刴剁哚嚲垛垜埵奲挅挆朵朶椯
do3A|33,㛆㛊埵尮桗
do1A|55,𤥀哆多夛崜
do3B|22,馱驮鬌陊陏隋㻧䅜䙃䤻䩔䭾䲊堕墮墯媠嶞惰憜
co1B|21,㐥㛀鹺鹾鶵雏雛锄鄼酂酇醝鉏鋤豠蒫蔖虘耡睉矬痤瘥㭫㽨㿷䅳䑘䠡䣜䰈䴾媰
co1A|55,㗙𢶷鶵雏雛蹉遳蒭芻莏磋瑳犓䥚傞刍初嵯嵳搓
co2A|35,𨭣𠪴齭齼锉銼脞础礎璴濋䂳䙘䠂憷椘楚檚
co3A|33,𡢟锉错銼錯蓌莝䜴䟶䥘侳儊剉剒挫棤
co2B|13,坐
zo3B|22,㘴蓙䝒侳助唑坐座
zo2A|35,𣳇𠂇阻詛诅爼㝾俎咗唨左座
zo3A|33,詛诅袏㟇䐍䐢佐夎
go3B|22,㗻
go3A|33,𩼣过過箇㳀个個咊和
go1A|55,𡟵𩾷𠯫鴚鎶鈛过過謌菏薖簻瘑牁牫滒㢦㤎㽿㿆䔅仡呙咼哥哿彁戈戨旮歌涡渦
go2A|35,餜馃鐹锞錁輠过過蜾裹褁菓舸粿綶笴猓䙨䴹个個哿嗰惈果楇淉
go1B|21,哥
so1A|55,㛖𩯕鮻髿趖踈蓑蔬莎羧簑簔綀睃疋疎疏㧧㽰䓾䔋䔫䟽䤬䯯些唆嗦娑挱挲桫梭梳
so2A|35,鎈鎖鎻鏁锁褨盨琐瑣璅溑㪽䈗䝪䣔䵀乺傻唢嗩惢所暛
so3A|33,逤疏㫹䐝䞆些
so1B|21,傻儍
to1B|21,鸵鼉鼍鼧鮀鱓鴕馱駄駝駞騨驒驮驼阤陀陁铊酡鉈迱跎訑詑袉舵紽砣砤碢狏㼠㾃䍫䑨䡐䪑䭾䰿佗坨堶岮柁柂沱沲
to2A|35,鰖鵎駝驼陀铊鉈㟎
to2B|13,陊㯐㰐妥媠嫷彵柁柂椭楕橢
to1A|55,迆迤牠䜏䴱佗咃它扡拕拖涶
to3A|33,唾娺
mo1A|55,𠘚麼麽魔么仫嚒嚤尛庅摩擵末
mo1B|21,𣟖饃饝馍髍藦蘑磨無䃺䭩䯢劘无
mo3B|22,耱礳磨䃺塺
mo2A|35,磨摸
mo2B|13,䩋懡
no3B|22,㐡糥糯稬穤㤖喏愞懦懧
no1B|21,㔮㛂难難那㰙傩儺娜挪挼捼撋
no2B|13,𦶦雫㡅娜橠
no1A|55,那
no2A|35,糯
lo3B|22,㐡𧟌糥糯纙稬穤漯㞅㤖㱻㿚䇔䉓䌱䌴喏愞懦懧摞
lo1B|21,㑩㔮㛂𡤢鸁饠騾驘骡难難鏍鑼锣镙逻邏那覶覼螺蠃萝蘿脶腡罗羅籮箩猡玀㰙㼈㽋䊨傩儸儺啰囉娜挪挼捼撋椤欏
lo2A|35,㒩鑼锣躶螺蠃裸蓏臝罗羅籮糯箩砢瘰癳㩡倮攞曪
lo1A|55,𦣇那罗羅籮箩咯啰囉囖攞旯
lo3A|33,𤓓咯啰囉摞
lo2B|13,𦶦雫㡅㦬㰁剆娜橠
ho2A|35,㐓閜軻轲舸荷炣㞹㪃㪼何可呵哿嗬坷岢河
ho1A|55,㗿訶诃苛㰤㱒呵嚄嚯坷抲
ho1B|21,魺鲄蚵菏荷何合哬嗬河渮
ho3B|22,賀贺袔荷碋㵑何
ho3A|33,艐
ko1A|55,𠹭钶鈳
fo2A|35,㚌颗顆钬鈥邩煷火㪙伙堁夥敤棵
fo3A|33,騍骒锞錁课貨货課㾧堁沎
fo1A|55,髁蝌萪科稞窠犐㸯㸰㸱䈖䌀嵙棵
ngo1B|21,㘥𡟶𠹷𦶥鹅魤鵝鵞锇鈋鋨迗訛誐譌讹蛾莪睋硪珴皒䄉䕏䖸䳗䳘俄吪哦囮娥峨峩枙涐
ngo3B|22,𢛶餓饿臥卧哦
ngo2B|13,𢦓騀砈㦱㦳㧴䞲我
ngo2A|35,鹅鵝哦喔嚄妸娿婀婐
ngo1A|55,阿锕錒軻轲砢疴痾牁牱珂㺢䋍䋪匼喔噢妸娿婀婐屙柯
po3A|33,㗞破
po1B|21,㜑鄱蔢緐繁皤番㨇嘙婆櫇
po2A|35,颇駊頗钷鉕笸叵婆尀
po1A|55,颇陂頗坡婆岥朴棵樖
wo1B|21,㕿龢鉌訸萂禾盉澕㴕䒩咊和啝姀惒柇
wo2B|13,㖞𢰸𡁜喎
wo3A|33,㖞啝喎涴
wo3B|22,㘞訸祸禍䄀俰咊和旤
wo1A|55,𡢠锅鍋踒蜗蝸萵薶莴窝窠窩煱猧濄㳡㶽㹻䆧䆼䰀倭和唩埚堝娲媧挝撾涡涹渦
wo2A|35,禾䂺䰀倭婐婑捰
bo1A|55,𨨏菠般簸紴碆磻玻溊䝛啵坡嶓波
bo3A|33,𡃓鄱譒簸啵噃抪播
bo2A|35,跛簸㝿
gwo3A|33,𩼣过過㳀咊和
gwo1A|55,𩾷𠯫鈛过過薖簻瘑㽿㿆呙咼戈涡渦
gwo2A|35,餜馃鐹锞錁輠过過蜾裹褁菓粿綶猓䙨䴹惈果楇淉
deng1A|55,㔁鼟鐙镫蹬豋覴艠簦竳瞪璒登燈灯㲪㽅䔲䗳䙞䳾噔嬁
deng3A|33,隥鐙镫磴䠬凳墱嶝橙櫈
deng3B|22,鄧蹬邓瞪澄䮴噔戥
deng2A|35,等䒭䓁凳戥
ceng1A|55,㓌靗竀噌
ceng1B|21,驓鄫竲碀㬝㲂䁬䉕增层層嶒曾
ceng3A|33,锃鋥
zeng2A|35,𤺧𢛵糽㽪䒏
zeng1A|55,鬙鱛鬇铮錚诤諍譄缯罾綪繒筝箏睁睜矰磳琤璔熷爭狰猙䆸䋫䍵䎖䱢丁争僧噌埩増增峥崝崢嶒憎挣掙曽曾橧
zeng3A|33,诤諍爭䙢䦛䦶争
zeng3B|22,贈赠缯繒甑䰝囎
kweng1A|55,㚚錓
geng1A|55,㗮𡙡𢉼鹒鶊賡赓菮羮羹耕粳絙絚緪縆秔稉畊焿㪅㹴㹹䢚刯庚揯搄更椩浭
geng2A|35,𣆳鯁鲠颎骾郠莄绠耿絙絚綆緪縆熲㮓㾘䋁䌄䱍䱎䱭䱴亘亙哽埂堩峺恆恒梗
geng3A|33,更
seng1A|55,𪊟鼪𡲥鉎苼笙生甥牲狌珄湦㽒䲼䴤僧栍殅泩
seng3A|33,蹭貹㨘擤
teng1B|21,𧬸𥸎鰧駦騰驣邆誊謄螣藤虅腾籐籘縢疼痋滕漛㬺䒅䕨䠮䲍䲢儯幐
teng1A|55,鼟膯
teng3A|33,霯
meng1B|21,㒼𠵼𡌺鯍蝱萌蕄盟甍甿䈍䉚䑅䒐䥰橗氓
meng3B|22,㜴顭
meng2A|35,𢛴𤷪绷綳繃忟
meng1A|55,𠵼䫤掹擝
meng3A|33,㟿掹
neng3A|33,𠹌褦
neng1B|21,而能㴰䏻坉
leng1A|55,㘄𠹌
leng3A|33,𠹌褦
leng1B|21,而能㴰䏻坉
leng3B|22,䮚
heng1A|55,㐔𩣪𨧤鏗铿銵鍞誙茎莖脝硁硜硻牼㧶㰢䃘䡠䡩䡰亨亯吭哼啈悙挳摼涥
heng1B|21,㔰𢖍𠒣𧗽𧗾鸻鴴鵆行衡裄蘅胻筕珩烆䪫䯒䰢哘垳姮恆恒拫桁楻洐
heng3B|22,𢔛𡜺行荇莕緈㼬䓷䛭倖堼婞幸悻杏涬
heng2A|35,齦龈錹行肎肯肻啃恒
heng2B|13,悻
keng3A|33,𠼰裉褃掯
keng2A|35,鯁鲠骾
feng3B|22,捹
feng1B|21,揈
ngeng1A|55,鷪鸎鸴鴬鶑鶯鞥蠳褮莺罃䓨䴍
ngeng3A|33,䙬
ngeng2A|35,哽
peng1B|21,𨂃𠙖馮鬅萠硼焩㥊㱶㵗㻚倗傰冯凭凴堋弸慿憑朋淜
peng2A|35,皏剻朋
peng3A|33,㼞
weng2A|35,㘢㴄㹙㹚奣
weng1B|21,㙆𨌆𥿢𢏐霐鞃閎闳鈜鋐谹苰翃翝耾紘紭綋纮竑竤硡㢬䆖䡌䡏䨎䩑䫺吰宏宖弘彋汯泓浤
weng3B|22,澋撔
beng2A|35,㑟誁
beng1A|55,㙃鏰镚蹦绷絣綳繃祊痭䑫䔊䙀䙖䨜嗙嘣堋塴奟崩嵭捠
beng3B|22,靐䨻凭凴堋塴憑
gweng1A|55,𠃋鍧軣輷轟轰觥觵訇謍薨肱硡䍔䎕䐵䧀厷嚝揈渹
gweng2A|35,𡆀
jit4B|2,㜸𤾚齧钀闑蠥蠮蘖臬臲糱糵熱热㮆㴪䡾啮嚙囓孼孽嵲嶭巕帠抴拽摰枿槷櫱
jit4Ab|3,黦谒謁蠮䊦䥟䭇咽噎
dit4B|2,𤔅镻軼轶迭豑豒趃跮詄螲袟袠臷苵绖翐耊耋紩絰秩眣眰瓞㦅㦶㲳䏲䳀佚咥垤墆峌嵽帙恎戜攧昳柣
dit4Ab|3,跌胅䫕
dit4Aa|5,啲
cit4Ab|3,㗫屮轍辙趄設设蔎苆聅聺瞮爡漆澈㬚䒆䚢䟙切勶屮彻徹懘掣撤沏
zit4Aa|5,㘉𢩦𡁶瀄唧喞擳
zit4Ab|3,輒輙辄蛰蜇蟄蠽节莭節砓硩疌疖癤瀄㦢㨗㪿㫼㮞㵶㸅㸞䇽䈟䏳䑖䓆䖳䗻䘁䰏䲙倢偼兯卩卪哲啠喆嚞埑婕媫尐岊嶻巀幯悊扻折捷晢晣栉楖楶櫛歽浙淛
