Syllable/Combination,汉字
lip4B|2,㘨㚔𦘒𣀳鼡𣎴鬛鬣鱲顳颞陧隉鎳鑈鑷镊镍闑錜蹑躐躡邋踂踗踙菍蘖腊臘臬臲苶聂聗聶籋犣猎猟獵湼㩶㬯㯿㲱㸎㼲䇣䉭䌜䌰䎎䜲䝓䪉䯀䯅䳖儠嗫囁巤帇捏捻掜揑摄擸攝敜楋槷櫱涅
lip4Aa|5,𨋢𠱃鎳镍䢂
hip4Ab|3,㙝㛍膁肷胁脅脇脋熁燲㢵㤲㥦㶸㹤㾀㾜䁋䏩䏮䝱劦勰协協厒叶嗋嗛垥夹夾怯恊悏惬愜愶慊抸拹挟挾旪歉
hip4B|2,㥦劦叶嗛惬愜挟挾
kip4Aa|5,喼
jin2B|13,㒄㕣遃衍萒睍甗演䍾䗺䛇伣俔兖兗嵃巘悓抁晛椼沇渷
jin1A|55,㖶鸳鴛阏閼鄢菸蔫臙胭綖篶珚煙燕湮烟焉焑㷑㸶䍰䑍䗎䞛咽嫣殷
jin1B|21,㘋㜣𤥻𨧻𨦼𨒂𤉷鑦郔鋋賢贒贤言誸蚿蜒葕蔅舷莚羡羨肰胘絃綖繎筵研硏礥琂痃然燃狿湺漹焉㝚㢇㢺㭹㳄㳭㵪㸐㹂㿼䀽䂴䇾䊙䓂䔳䕼䖄䗡䝨䢥䳿伭唌嘫埏妍妶姸娫娮娹婱延弦揅涎
jin3B|22,𩃀齞齴𡷹鬳鑧鋧谚谳見覎见觃誢諺讞臔苋莧研砚硏硯現现㦓䂩䏹䙹䢭䵡咞哯唁喭垷娊岘峴彥彦涀
jin2A|35,𤤾𧗠𣶹鼴鼹𠍾𤦷鮟鰋鶠隁郾躽蝘衍褗縯睍砚硯甗然燕演㫃䤷偃兖兗匽堰墕嬊嬿巘巚愝戭晛毽沇
jin3A|33,𤫇𤒈𨯧𥗕鷰驠酀醼觾讌燕烻㬫㰽㷼䜩䞁䴏傿咽唁嚥嬿宴曣椻
din1A|55,㒹齻颠顚顛蹎碘甸瘨癫癲滇㰜傎厧嵮巅巓巔攧槇槙
din3B|22,𤩱電靛钿鈿琔电甸癜澱㞟㭵㽗佃唸垫墊壂奠婝橂殿淀
din2A|35,蕇碘痶猠䓦典垫墊婰捵敟椣
din3A|33,垫墊
cin1B|21,㕓㙻𥗛騚钱鄽銭錢躔辿缠緾纏纒湹瀍㢆䣑偂前壥廛歬
cin1A|55,𦭛𦒘𤣳阡韆钎釺迁遷谸芊㢟䀒䉦䊹䙲䙴䢬䢴仟千圱圲奷扦拪杄梴櫏
cin2A|35,阐钱闡錢譂蒇蕆燀灛䥀䩶䵐冁啴嘽囅幝斺浅淺
cin2B|13,践踐㣤䧖俴
cin3A|33,硟刋
zin2A|35,㔊㜊𢅺𨃨𦟌𤧷𧬆𨫀𢶕𣺹𣜭鬋阐鎆钱閳闡錢蹍輾辗辴谫蹇諓謭譾蒇蕆翦皽碾瑐瀽㞡㠭㨵䁴䆄䡀䩅䱼冁剪劗啴嘽囅垫墊媊嫸展帴彅戩戬揃搌椫榐樿橏
zin3A|33,𩥇顫颤餞饯襢諓葥薦荐糋箭牮湔溅濺䬻垫墊战戦戰擶栫榗櫤洊
zin1A|55,𤐄鸇鹯鱣鳣飦饘馢驙鬋鞯韀韉邅葏膻缄羴羶脠籛緘笺箋篯碊煎牋湔溅濺㡐㦮㫋㮍㮵㰄㷙䇳䊕䍹䔐䙁䱳冿帴戋戔揃旃旜枬栴椷椾毡氈氊浅淺
zin3B|22,賎賤贱践踐袸臶缠纏珔瀳
gin1A|55,㑠𣻹𧜶麉𡠩鰹鲣鳽鵳餰靬鞬钘鈃銒豜豣菺肩睷熞犍猏㡉㭴㸫䋗䌑䑷䭈䶬坚堅惤樫
gin2A|35,㔓鰎趼蹇謇藆研硏湕瀽㩃䄯䅐䟰䮿䵤件弿挸楗
gin3B|22,𨫡鑳键鍵踺件健寋徤楗
gin3A|33,𤧣鋻迠見见腱䇟建旔毽
sin1A|55,㒨𣳈鮮鱻鲜酰蹮躚跹褼苮籼秈珗㲔䄳䄽䉳䘰仙僊僲先埏奾屳廯氙
sin3A|33,𥔱𨃩𠜎騸骟霰鏾鐥钐釤輤謆腺线缐絤綫線篟皘煽㪇㮼䑶䛹䡪䤼䥇䦂䦅䨘䨷䵇傓扇搧棈
sin3B|22,𣺋𥖄𨬢𥛶饍阐鐥闡鄯贍赡譱蟮蟺蒨蔳膳茜缮羡羨綪繕禅禪箐磰㪨㵛㷽䦅倩僐单善單墠墡嬗掸撣擅敾椫樿歚
sin2A|35,鮮鱔鲜鳝铣銑鍌赻跣藓蘚线線禒筅箲癣癬燹狝獮烍㧥㭠㶍㾌㿅䚚冼姺尟尠扇毨洒洗
sin2B|13,鱓鱔鱣鳝鳣灗䱇䱉
sin1B|21,鋋蝉蟬禅禪澶儃单單
tin2A|35,㙉靦錪賟覥觍腆琠田㥏䐌䠄䩄倎唺捵淟
tin1A|55,𠀡靔靝䀖䒶䚶兲天
tin1B|21,𡊰鴫鷆鷏阗钿闐鈿蜔磌璳田甸畋畑畠滇㧂䟧䡒䡘䥖䧃佃嗔塡填寘屇搷沺
tin2B|13,睓㥏殄
tin3A|33,睼瑱
min1B|21,㒙𤁗蝒臱芇绵綿緜眠矈矊矏㝰㮌㰃䃇䏃䡻䫵䰓婂媔嬵宀杣棉檰櫋
min2B|13,㜶𠡳𣈳鮸靦葂腼缅絻緬眄㝃㨺䀎䤄䩄丏俛偭免冕勉勔喕娩愐汅沔湎
min3B|22,麪麫麵麺面靣糆㴐䛉
min2A|35,面棉
nin2B|13,𨃨蹍輾辗碾拈撚涊
nin1A|55,𢆡脌
nin1B|21,鵇秊䄭䄹哖年
nin2A|35,躎跈簐㞋㮟䟢年拈捻撚
nin3B|22,㬗㲽姩
lin1B|21,㜕𤪼𤂍𠁎𡂴鰱鲢鵇蹥连連謰裢褳蓮莲翴縺秊琏璉漣㟀㥕㦁㦭㶌㺦䄭䄹哖嗹嫾年怜慩憐梿槤櫣涟
lin2B|13,𨃨鄻蹍輦輾辇辗碾琏璉僆拈摙撚撵攆涊
lin1A|55,𢆡脌
lin3B|22,鰊鏈链錬鍊萰练練瑓煉炼㪝㬗㲽㼑䃛堜姩媡楝浰湅
lin2A|35,鏈链鍊躎跈蓮莲簐炼㞋㮟䟢年拈捻摙撚梿槤
hin1A|55,㗔𣔙𨪚鶱騫骞雃锨鍁軒轩蹇諐謇蚈褰蓒茾縴纤祆牵牽㩷䄏䆭䇂䗗䙭䞿仚佡嘕岍幵忺愆掀掔搴撁攐攑攓杴汧
hin2A|35,顯韅顕鑓遣谴譴蚬蜆蜸衍缱繾灦㫫㬎䗾䘆䜢䥪䧋幰抮搟攇显櫶
hin3A|33,芡縴纤献獻瀗㯠䧮䪈䭤䵖䵛儙宪憲
kin1B|21,㓺鰬騝虔犍㨜䖍乹乾墘掮揵榩
kin2A|35,㨴
pin1A|55,㓲鶣蹁蝙萹编翩編篇甂煸犏㾫偏囨媥扁
pin1B|21,㛹駢騈骈骿谝賆跰蹁諚諞腁缏胼緶玭㼐䮁便楄楩
pin3A|33,魸騗騙骗遍片㴜㸤䏒徧
pin2B|13,谝諞
pin2A|35,貵覑片惼
bin1A|55,鯾鯿鳊鞭鍽辫辮边邉邊蝙萹缏籩緶笾箯砭煸牑猵獱㺍䟍揙
bin2A|35,鯾鯿鳊鴘貶贬褊萹藊糄稨窆砭碥㦚䁵䭏便匾惼扁
bin3B|22,閞釆辡辧辨辩辯边邊邲覍艑苄玣炞㝸㭓㲢㳎㵷㺹䉸䒪䛒䡢䪻便卞峅弁忭抃拚昪汳汴
bin3A|33,變㣐亪变変
jeok4B|2,㒢㜰鸙龠龥鰙鰯鶸鑰钥鄀躍谑跃謔葯蒻薬藥蘥虐若药籥籲纅礿禴箬篛硸疟瘧爚瀹㰛㵸㿑䋤䐞䖃䖈䖋䟑䠯䤀䨋䶳偌叒吁婼嵶弱曰栎楉櫟汋渃
jeok4Ab|3,躍趯跃葯药約约
deok4Ab|3,𣄽诼諑琢㭬刴剁啄啅噣椓涿
ceok4Ab|3,㔬㚟𥇍𦋐𢂚鹊鵲躇辵逴趞趠踔蔟芍绰綽繛窧皵碏磭焯灼㪬㲋㹱䇎䓬倬勺卓噱娖婥婼戳桌棹槕淖
zeok4Ab|3,㒂㓸𨧧𥼚𨫠𥫩𨰜鹊鵲雀鐯酌謶著芍缴籗籱繳禚穱皭皵着硺琸焯焳熦爑爝爵犳灼烵㣿㩱㬭㹱䅵䦃䧿䮓䲵䶂劅勺卓嚼圴妁妰彴撯擆斀斫斮斱斲斵晫杓桌棹槕櫡汋淖
zeok4B|2,𤏲鐯著着䦃
geok4Ab|3,蹻踋腳脚匷屩屫
seok4Ab|3,𠸑鑠铄燿爍獡烁䀥䁻削勺杓
neok4B|2,逽蹃
leok4B|2,㑼㗉逽蹃稤略畧㧰㨼䂮䅫䌎䛚剠圙掠擽
keok4Ab|3,㑢㕁𨚫㷾㾡却卻噱
keok4B|2,㘌醵臄䐘䖼噱
dam3B|22,㗖𣶷餤饏髧霮賧赕萏蓞腅窞澹㲷䨢䨵䭛啖啗啿嘾噉嚪惔憺欿氮淡
dam1A|55,㚮㜬頕酖躭舑舚耼耽聃聸眈甔湛㴷䄡䑙儋妉媅担擔
dam3A|33,𠵆馾石癚帎担擔
dam2A|35,黵膽胆紞䃫担擔
cam2B|13,㔆劖
cam1A|55,㕘㜗𠻝驂骖㟥㠁㰫䟃傪参參叄叅嵾掺搀摻攙梫
cam2A|35,黪黲蚕蠶穇篸㦧㿊䅟䑎䤘噆嬠惨慘憯旵朁
cam1B|21,饞馋鑱镵酁谗讒蚕蝅螹蠶蠺艬磛獑瀺㨻㺥䂁䗝䗞䘉䜛䣟䤫䧯䳻劖嚵巉惭慙慚欃毚
cam3A|33,谶讖䱿儳忏懴懺杉檆
zam1A|55,𨯩鹐鵮鐕鐟閚詀譧簪簮糌篸㪠䉇䍼䐶䛸䦓䩇䶨兂
zam2A|35,黵眨㳫䁪䭕寁崭嶃嶄斩斬
zam3B|22,鏨錾蹔趈跕站㟛㣅㸥䪌偡暂暫
zam3A|33,覱蘸湛㴴㺘崭嶃嶄
gam3A|33,㔋𨰹𨯿鑑鑒鑬鉴鍳监監尲尴尷橄淦
gam1A|55,魐譼缄緘监監砛玪㮭䌠䛓䶠䶢凲尲尴尶尷椷
gam2A|35,减減
sam1A|55,㕘鬖钐釤衫襂芟縿穇犙㡎㭅㰑㺑䀐䅟三仨剼叁参參嘇幓弎彡掺摻攕毵毶毿
sam3A|33,㕘𡜻钐閐釤㣌㤾䫅三俕叁参參弎摲
sam2A|35,鏒籸糁糂糝
sam1B|21,䫮
tam1B|21,𦉡餤顃鐔锬镡郯醈醰錟谈谭覃談譚蟫蕁蕈藫荨罈罎痰燂湛潭澹㷋㻼㽎㽑䊤䜖倓坛墰墵壜婒惔憛昙曇橝
tam2B|13,黮贉禫淡
tam2A|35,醓菼磹嗿憳撢毯
tam1A|55,貪贪緂㳩㴂㵅䆱䏥探
tam3A|33,舕䐺䗊傝僋埮探撢
nam1B|21,㑲㓓𣏵𦮗𨩇𠲸𡎜遖諵蚦蚺蝻莮男畘煵㣮㭷㽖䔜䛁侽南喃囝囡娚抩暔枏柟楠
nam3A|33,𨂾揇
nam2B|13,萳腩罱湳㵜䈒䊖揇淰
nam2A|35,南
nam3B|22,婻
lam1B|21,㑣㑲㓓𩖞𣏵𦮗𨩇𠲸𡎜𡺤遖襤諵蚦蚺蝻褴葻蓝藍莮籃繿礷篮礛璼男畘煵燣燷灆㞩㣮㭷㲯㽖䆾䍀䔜䛁䰐侽儖南厱啉喃嚂囝囡娚婪岚嵐惏懢抩暔枏柟楠
lam3B|22,㜮轞舰艦缆纜爁滥漤濫灠㺌䌫嚂婻槛檻
lam3A|33,𨅏𨂾𨈇揇
lam2B|13,覧覽览萳腩罱爁爦湳滥漤濫灠㧛㨫㩜㰓㰖㵜䈒䊖揇揽擥攬杬榄欖淰
lam2A|35,蓝藍籃篮㧛㩜南岚嵐揽擥攬杬榄欖
ham3A|33,㒈㘎㘕㘚㜟鬫阚闞㦑喊
ham1B|21,㖤㗸㘅㛾鹹麙魽醎銜輱諴衔衘甉㮀㴠䕔䗣䘖䘶䲗函凾咸啣嗛圅堿崡嵅椷涵
ham2A|35,㘎㘚鹹鬫餡馅阚闞豃㦿㺖咸槏
ham2B|13,𡐖豏菡糮㺝壏槛檻
ham3B|22,餡馅陥陷錎臽㯺㽉䐄䧟䱤䶟
ham1A|55,䩂嵌
kam2B|13,槛檻
ngam1B|21,㘙麙麣礹碞癌㺂䖗䫡儑喦壧岩嵒嵓巌巖巗
ngam1A|55,啱
kwui2A|35,鱠鲙阓闠郐鄶賄贿襘薈膾荟绘缋聩聵脍糩絵繢繪禬瞆瞶狯獪溃潰澮㱮䈐䙌䙡䭝䯤会侩儈刽劊圚巜廥愦憒旝會桧檜殨浍
kwui3A|33,郐鄶绘聩聵繪侩儈
gui3B|22,癐攰
gui3A|33,䏗䐴椢槶
mui1B|21,㙁黴霉酶鋂腜苺莓脄脢禖珻煤玫㺳䊈䍙䔦䤂呅呚坆塺妹娒媒枚栂梅楳槑湈
mui2A|35,𠵈妹媒枚梅
mui3B|22,𦳀𤽜鬽魅韎跊蝐眛瑁痗㭑䵢佅妹抺昧沬湏
mui2B|13,黣𠗟燘䆀䜸凂挴毎每浼
mui1A|55,妹梅
kui2A|35,鱠鲙阓闠郐鄶賄贿襘薈膾荟绘缋聩聵脍糩絵繢繪禬瞆瞶狯獪溃潰澮㱮䈐䙌䙡䭝䯤会侩儈刽劊圚巜廥愦憒旝會桧檜殨浍
kui3A|33,郐鄶绘聩聵繪侩儈
fui3A|33,㑰𡟇𡟼顪颒餯靧頮诲詯誨㳷䛛䤧䩈喙悔晦
fui2A|35,㒑㚍鮪鲔賄贿痏㷄䏨䫥洧
fui1A|55,㒮𣁽魁隳顝鍷诙豗詼蝰虺睳灰烣㞀㨒㷇㾯䖶䝅䝇咴喹奎恢悝拻楏櫆洃
pui1A|55,㚰醅衃肧胚炋㶨㶪㾦坏坯柸
pui3A|33,𣳽𣅽𩃥𡶺𣑲𨦨𤦍馷霈配蓜茇茷胐珮琲㤄㫲㳈㻗䰽伂佩妃嶏斾旆昢沛淠
pui1B|21,𦹷𧜏阫陪锫錇輫賠赔裴裵蓓㟝㯁䣙䫊俳培徘棓毰
pui2B|13,蓓碚䔒倍棓
pui2A|35,俖
wui3B|22,㑹𢑥𣾀𠥔𣿬顡薈藱荟禬璯瘣燴滙烩㞧㱱㻅䕇䜋䢈䫭会匯嬇屶屷彙會汇
wui1A|55,㙗鰃鳂隈詴葨煨燰猥䋿偎愄揋椳渨
wui2A|35,㛱鍡碨㞇㱬会回會
wui1B|21,𤌚𡜼鮰迴逥蚘蛔蛕蜖茴硘痐烠䖜佪囘回囬廻廽徊恛洄
wui3A|33,䶐
wui2B|13,会會
bui3A|33,㔨㛝𨩈𧵔钡鄁鋇軰輩辈邶貝贝誖蛽褙背禙碚珼牬狈狽㸬㸽䋳䟺倍偝北垻悖揹昁梖浿
bui2B|13,𠀾
bui3B|22,誖苝背焙㧩㪍㹀䊃僻呗唄姵孛怫悖愂棓
bui2A|35,背㤳
bui1A|55,盃㮎杯桮
gwui3B|22,癐攰
gwui3A|33,䏗䐴椢槶
dat4B|2,𡐿𧞅鐽达逹達蟽薘荙繨燵㼀䃮哒噠垯墶
dat4Ab|3,𢴈靼鞑韃詚笪狧炟㟷㹺䵣呾哒嗒噠垯墶妲怛
cat4Ab|3,㔍㕞𩟔詧礸礤獭獺㺚䃰䕓䵵䶪刷刹剎唰嚓察擦攃檫欻歘
cat4Aa|5,䫄
zat4Ab|3,𥕝𠵍铡鍘軋轧蚻紥紮箚碛磧㞉㦫㭮㱜㳨剳劄哳扎拶札朰桚沯
zat4B|2,甴㳐
gat4Ab|3,钆釓軋轧玍呷嘎嘠噶尜恝戛戞拮擖
gat4B|2,曱
sat4Ab|3,隡鎩铩閷萨蔱蕯薩虄脎煞潵㬠㷺䊛䓭刷刹剎摋撒杀榝樧櫒殺
tat4Ab|3,㒓鰨鳎靸鞑韃闥闼躂达達遢趿跶羍澾㣵㳠㿹挞撻橽
tat4Aa|5,挞撻
mat4Ab|3,㑻鞨閁睰礣㨸䯦抹
mat4B|2,韈韤襪袜
nat4B|2,痆䖧捺
nat4Ab|3,焫
lat4B|2,鯻鬎辢辣迾邋蝲瓎痆瘌溂㻋㻝䀳䏀䓥䖧䱫䶛列剌拉捺揧
lat4Ab|3,鬎邋瘌焫喇
kat4Aa|5,卡咭
kat4Ab|3,擖
fat4Ab|3,㛲𧬋髪髮酦醱鍅蕟砝琺発發珐灋㳒䂲䰋佱发彂沷法
ngat4Ab|3,齃齾餲阏頞閼錷軋轧遏胺窫猒猰䝟䰲劜压厌厭嚈圠堨壓嫼恝押揠曷札柙歺
ngat4B|2,齕齧龁聐㩵䦪啮嚙囓屵扤擜
ngat4Aa|5,阏閼
pat4Ab|3,𥐙汃
pat4B|2,坺
wat4B|2,黠螖聉磆猾滑䎳䚴䱻䴳咶姡
wat4Ab|3,穵焥濣㱧䀑䁊䯉嗗婠挖斡
bat4B|2,魃茇坺墢
bat4Ab|3,釛釟玐㭭㺴䒑䤢丷仈八哵捌朳柭
gwat4Ab|3,鸹鴰颳趏䀨䏦傄刮劀括捖
jak4Ab|3,窫猰䝟吃吔喫
cak4Ab|3,𥰡𥑬頙賊贼蠈萗茦莿簎笧策筞筴箣皟烢㥽㨲㩍㩞㿭䁤䇲䊂䜺䶦冊册圠坼憡戝拆拺敇柵栅
cak4B|2,鰂鱡鲗賊贼䰹
cak4Aa|5,吒咤恻惻测測
zak4B|2,㒀鸅齚齰蹢躑适適谪踯襗謫讁蠌翟矠矺磔礋澤㟙㡯㣱㭙㭦䊞䕉䕪䞰䤩䮰乇厇宅択择掷摘擇擲擿歵沢泎泽
zak4Ab|3,㖽齚齰迮适適責賾责赜諎謮蚱蔶虴舴籷窄笮箦簀瞔矺磔㳻㺓䂝䇥䍉䯔咋唶啧嘖嫧帻幘柞
kwak4Aa|5,𡃈𡁸
kwak4Ab|3,𡃈
gak4Ab|3,㗆𠺝鬲骼隔革韚鎘镉觡諽蛒膈臵茖肐胳滆㦴䈷䎥䐙䛿䨣䪂嗝塥夹夾愅挌搹格槅
sak4Ab|3,𢱢鏼索䂹䞽䨛愬摵擌栜梀洓
mak4Ab|3,㓦孹掰擘
mak4B|2,麥麦
lak4Ab|3,𨊛嘞
lak4B|2,鰳鳓肋砳勒叻泐
lak4Aa|5,肋
hak4Ab|3,𪃭𦴦諕譹衉碦煂䚂吓咯唬喀嚇客
hak4Aa|5,黑赫爀焃㬨克刻剋吓嚇尅
hak4B|2,䞦垎楁
kak4Aa|5,缂緙
kak4Ab|3,缂緙䘔咯喀揢
ngak4B|2,𡅅额頟額逆詻磀㟯㣂䩹䱮峉
ngak4Aa|5,𧦠齷龌阨阸軛軶轭眲㧖偓厄呃呝喔幄戹扼握搤渥
ngak4Ab|3,鈪
pak4Ab|3,𢫦𤧥魄蘗舶粕砶珀䞟岶帕拍柏栢檗汃泊洦湐
pak4B|2,舶
pak4Aa|5,啪
wak4B|2,㓰㖪騞韄豁謋繣砉画畫畵湱㠛㦎㦯㩇䐸䦝䪝䬉䰥划剨劃婳嫿惑或捇掝搳
wak4Aa|5,㕷㗲𠵾咟
bak4Ab|3,㓦𤤿袹蘗舶糪絔百狛㼣伯佰挀敀柏檗
bak4B|2,𤇢鮊鲌踣菔蔔苩白㼟㿟䌟䞳䳆䵗僰匐卜垘帛
bak4Aa|5,迫廹
gwak4Ab|3,掴摑
jap4Ab|3,𡀞
dap4Ab|3,㙮㜓𥅽𤺥鎝褡荅耷笚答畗畣疸瘩溚㩉㯚㾑㿯㿴䌋䪚匒搭撘
dap4B|2,𤦊龖龘𠴲阘鞜鞳闒錔蹋蹹躢遝踏誻譶眔疉疊㬪䂿䈳䍇䎓䜚䠌䵬䶀叠嚃嚺崉曡榙沓
dap4Aa|5,䐛嗒
cap4Ab|3,㛼锸鍤遪臿疀㬁㮑䵽囃扱挿插揷
zap4B|2,㗱㙷𨰉鰼鳛飁騽隰集雑雜雥雦雧霫韴钑铡閘闸鈒鍘襍襲謵袭褶習箿磼牐漝㞏㠄㠎㦻㱷㿇䐲䒁䕹䥷䨿䪞䮜䮢习亼亽什嶍杂槢
zap4Ab|3,魳鉔襵譗褶箚眨砸㴙䀹䛽䞙偛剳劄匝咂唼啑喋帀摺札沞
gap4Ab|3,㕅𦕲𤥵鸽鴿鵊颊餄饸革鞈韐頬頰钾铗铪郏郟鉀鉿鋏跲蛤蛱蛺袷裌舺荚莢胛筴甲玾㰰㿓䀫䇲䕛䖬䩡合唊埉夹夾岬挟挾搿柙梜浃浹
sap4Ab|3,㒊㒎㗺㚫𢶍𠸝颯飒馺雭霅霎靸鎝钑鈒趿萐翜翣箑㩑㪪㰱㵤㽂䈉䙣䝊䬃䬊唼啑喢圾帹歃歰
sap4B|2,𤆣熠炠
tap4Ab|3,㛥鮙鰨鳎阘鞳鎉闒闟錔蹋躢遢誻褟荅禢溚溻漯濌㣛㧺㭼㯓㲩㲮䈋䌈䍝䑜䑽䓠䳴䶀䶁嗒嚃塌塔墖拓搨榻毾涾
tap4Aa|5,嗒
nap4B|2,㘝𠺶魶钠鈉軜訥讷衲蒳纳納笝㨥㵊䇱䈫䪏內内吶呐妠
lap4B|2,㕇㘝𠺶魶鱲鴗鑞钠镴鈉鉝軜邋訥讷蜡蝋蠟衲菈蒳腊臈臘纳翋納立笝砬磖爉㡴㧜㨥㵊㼃䂰䃳䇱䈫䗶䪏䶘內内吶呐垃妠岦拉搚擸柆
lap4Ab|3,𥅈䁽擸
hap4Ab|3,㗐颊陜陿頰狭狹䛅䶗呷嗑圶峡峽掐殎
hap4B|2,㘡魻陜陿翈綊祫筪箧篋盒硖硤狎狭狹㭱㽠䖎䖖䘥䶝侠俠匣匧峡峽挟挾柙
ngap4Ab|3,鸭鴨㳌㾎䆘圔庘押擪浥
gon3A|33,龫𠏉骭簳盰矸䯎倝干幹旰桿榦
gon1A|55,鳱阬酐迀虷芉肝竿矸癷玕漧㶥㿻䧲乹乾亁干忓攼杆桿檊
gon2A|35,赶趕衦簳秆稈笴筸皯䵟仠扞擀杆桿
hon1B|21,㒏鼾馯韓韩邗邯虷甝犴䗙䮧哻寒干幹榦汗
hon3A|33,𨫪𧗤𤳉衎看熯漢㵄㸁㸔䎯䕿傼厂厈暵汉
hon3B|22,𨌺𨯪鳱鶾馯駻雗閈闬釬銲豻螒蔊翰睅犴猂瀚焊㢨㪋㲦䏷䮧垾屽悍扞捍撖旰汗涆
hon1A|55,顸頇看刊咹嫨栞
hon2A|35,蔊罕䍐䍑䓍䳚侃偘刊扞捍栞浫
hon2B|13,睅皔猂䛞悍扞捍旱
kon3A|33,骯肮
ngon1A|55,𩣑𤥃𤇼鮟鞌鞍铵銨胺盎㫨㼜䀂䢿䯃侒安峖桉氨
ngon2A|35,铵銨案
ngon3B|22,錌豻貋犴㟁㷳䮗厂堓婩岸
ngon3A|33,荌胺䅁按摁案桉洝
ngon1B|21,㸩
deak4Ab|3,趯
deak4B|2,籴糴笛篴䨀
ceak4Ab|3,𦬨赤硳灻烾䤲伬叺呎尺
zeak4Ab|3,鹡鶺隻蹐蹠跖膌脊瘠瘷癠熫炙㾊䏑䑾䞠只坧墌嵴摭擿
zeak4B|2,蓆席
zeak4Aa|5,唧啫喞
seak4Ab|3,㒪𡃶锡錫惜
seak4B|2,𠰴鼫鮖鉐祏石硕碩炻㸴䂖䄷䖨䲽乭
teak4Ab|3,𨆉踢
leak4B|2,疬癧瀝坜壢沥
leak4Aa|5,叻
heak4Ab|3,吃喫噄
keak4B|2,㞃乪剧劇屐
peak4Ab|3,劈
peak4B|2,劈擗
peak4Aa|5,噼
beak4Ab|3,壁
jyun2B|13,㓴㜛𨘻𨍥阮鞙铉闧鉉軟輭软远逺遠贙薳腝耎緛盶碝礝琄瑌瓀㮕㻆㼱䎡䓕䓴䕂䞂䧎䩙䩰偄媆愞泫
jyun2A|35,𤾂𣸱𤳙𦶤𡟃𦹅阮院願鋺远遠踠蜿衏菀苑茒綩縣睕琬畹烷㻨㽜䅈䑱䘼䛷䩊䩩䪭䳃丸倇县员員园圆園圓夗妴婉宛帵惋愿晼朊涴
jyun1B|21,𨯬𡝴𡊨𠒑𡚺鸢黿鼋𨪛𨭦𧨎魭鳶鶰騵陨隕鎱铅酛釻鈆鈨鉛轅辕邍邧豲貟贠謜蚖蝝蝯螈衒袁蒝薗芄芫荁缘羱紈絃綄緣縁縣纨笂笎盷眩琓痃熉爰猨猿獂玄玆玹湲源溒炫烷㝨㝴㞍㟲㟶㥳㨬㫟㳂㷧㹉㹡㽭㿪䍏䒯䖠䖾䙇䝠䦾䬧䮄䯈䱲䲮䲶䲻䳒䴨丸元円刓原厡厵县员員园圆圎園圓圜堧塬壖媛媴嫄完寏岏弦悬懸抏捖援撋昖杬楥榞榬橼櫞汍沅沿洹
jyun3B|22,𣆂𤋉𢥧院願远遠衏衒袨褑褤缘緣縣禐県眩眴瑗牪炫㭇䀏䍗䝮䬇䯘傆原县垸媛怰愿掾援昡
jyun1A|55,鸢鸳鹓鼘鼝鳶鴛鵷駌蜎蜵蜿裷葾蒬肙箢眢灁㠾㴊㶜㾓䄗䏍䖤䗕䡝䥉䨊䳒䳣冤剈囦宛寃悁惌棩淵渁渆渊渕
jyun3A|33,裫㤪㥐䛄䬼噮夗怨惌
dyun3B|22,𦀩𩹨葮缎簖籪緞縀煅㫁㱭塅断斷椴段毈
dyun3A|33,锻鍛腶碫瑖煅断斷
dyun1A|55,鍴褍耑端㟨偳媏
dyun2A|35,缎緞短
cyun1B|21,㒰𧊲𣗎𠓾𢙨鰁鳈铨闎醛銓蹲輇輲辁遄诠跧踆詮葲荃縓穳筌篅硂琻瑔畓痊牷湶㟫㠝㯌㻇䀬伝传佺侟傳全圌墫壿姾存巑恮拴拵攅攒攢暷椽楾櫕欑歂泉洤
cyun3A|33,𡭄鶨钏釧賗縓窜竄熶爨玔㸑䍎䤸串吋寸屗撺攛殩汌
cyun1A|55,駩騡鐉鑹钏镩釧鋑蹿躥邨踆絟穿瑏猭玔澊䆤䆥剶峑巛川村氚汆
cyun2A|35,踳踹舛荈窜竄烇䞼串僢全刌喘堾寸忖揣撺攛曻歂湍
zyun1A|55,𧒆𥖁鱄鱒鳟颛顓鎸鐫鑚鑽钻镌鄟躜躦遵諯蟤膞耑篿砖磗磚瑼甎㼷䏝䘒䡽䧠专叀塼嫥専專尊抟摶朘湍
zyun2A|35,𥴠鑽钻転轉转譐缵籫繤纂纉纘竱篹䂎䌣䔿䡱传傳僔儹啭噂囀孨撙攒攢
zyun3A|33,鱒鳟鐏鑚鑽钻轉转㸇捘
zyun3B|22,銌襈灷䧘传傳堟
gyun2A|35,𤦔锩錈詃菤㢧䱧卷呟埍巻捲汱
gyun3A|33,𡡀飬餋鄄讂绢罥羂絭絹縳眷睊睠狷獧㢾㪻㯞䄅䌸䖭䚈䡓䣺券劵卷埢婘帣悁惓慻桊棬
gyun1A|55,鹃鵑鞙身蠲裐瓹狷獧焆㳙䅌䚊䳌勬姢娟悁捐涓
gyun3B|22,蔨䙮倦勌圈奆淃
syun1B|21,㔯㘣𤪓𤩷𤪻𦩂𤩅𤫀鹮颴鏇镟輲还還蜁舡舩船篅碹琁璇璿漩㫌㳬䁢䁣䃠䗠䥧䲂䴉嫙旋暶檈
syun2A|35,㔵饌馔选選船䁚䠣损損晅暅
